"H1","H2","H3","H4","procedure"
0.502197265625,0.68487548828125,0.4188232421875,0.51361083984375,"graphicalMCP"
0.80126953125,0.71173095703125,0.40142822265625,0.4388427734375,"graphicalMCP"
0.78955078125,0.63116455078125,0.55926513671875,0.5399169921875,"graphicalMCP"
0.61688232421875,0.78656005859375,0.5428466796875,0.5611572265625,"graphicalMCP"
0.53228759765625,0.76641845703125,0.4970703125,0.4970703125,"graphicalMCP"
0.5296630859375,0.78729248046875,0.44598388671875,0.44537353515625,"graphicalMCP"
0.66168212890625,0.46514892578125,0.367431640625,0.32196044921875,"graphicalMCP"
0.64129638671875,0.68292236328125,0.42144775390625,0.39276123046875,"graphicalMCP"
0.5908203125,0.70751953125,0.38690185546875,0.5648193359375,"graphicalMCP"
0.609130859375,0.63043212890625,0.55609130859375,0.3841552734375,"graphicalMCP"
0.56365966796875,0.77490234375,0.5003662109375,0.58538818359375,"graphicalMCP"
0.6151123046875,0.754638671875,0.47698974609375,0.42608642578125,"graphicalMCP"
0.4793701171875,0.58837890625,0.32122802734375,0.3997802734375,"graphicalMCP"
0.7188720703125,0.49853515625,0.43896484375,0.396728515625,"graphicalMCP"
0.5828857421875,0.64508056640625,0.49224853515625,0.4578857421875,"graphicalMCP"
0.80841064453125,0.55865478515625,0.619873046875,0.501953125,"graphicalMCP"
0.60504150390625,0.8603515625,0.54254150390625,0.59503173828125,"graphicalMCP"
0.696533203125,0.58074951171875,0.56536865234375,0.36920166015625,"graphicalMCP"
0.84173583984375,0.66009521484375,0.69500732421875,0.60272216796875,"graphicalMCP"
0.50213623046875,0.57830810546875,0.328125,0.524169921875,"graphicalMCP"
0.495849609375,0.74871826171875,0.45147705078125,0.52557373046875,"graphicalMCP"
0.5872802734375,0.65301513671875,0.38104248046875,0.35699462890625,"graphicalMCP"
0.594482421875,0.56427001953125,0.51129150390625,0.51385498046875,"graphicalMCP"
0.7669677734375,0.7613525390625,0.640625,0.50372314453125,"graphicalMCP"
0.83770751953125,0.5794677734375,0.5072021484375,0.400146484375,"graphicalMCP"
0.72479248046875,0.50048828125,0.55523681640625,0.37469482421875,"graphicalMCP"
0.58416748046875,0.6336669921875,0.542236328125,0.57659912109375,"graphicalMCP"
0.517333984375,0.85125732421875,0.42779541015625,0.682373046875,"graphicalMCP"
0.66778564453125,0.53485107421875,0.56475830078125,0.404541015625,"graphicalMCP"
0.84197998046875,0.86212158203125,0.75030517578125,0.59197998046875,"graphicalMCP"
0.70355224609375,0.5047607421875,0.45367431640625,0.4434814453125,"graphicalMCP"
0.49298095703125,0.69873046875,0.423095703125,0.54888916015625,"graphicalMCP"
0.64862060546875,0.68377685546875,0.54437255859375,0.60186767578125,"graphicalMCP"
0.47833251953125,0.67755126953125,0.34356689453125,0.42877197265625,"graphicalMCP"
0.636474609375,0.73992919921875,0.58087158203125,0.66033935546875,"graphicalMCP"
0.72052001953125,0.56585693359375,0.572021484375,0.37359619140625,"graphicalMCP"
0.5504150390625,0.67120361328125,0.50848388671875,0.512451171875,"graphicalMCP"
0.55621337890625,0.648681640625,0.44781494140625,0.39349365234375,"graphicalMCP"
0.7685546875,0.59716796875,0.66180419921875,0.4818115234375,"graphicalMCP"
0.47967529296875,0.73760986328125,0.35150146484375,0.616455078125,"graphicalMCP"
0.6253662109375,0.83673095703125,0.5640869140625,0.66400146484375,"graphicalMCP"
0.6077880859375,0.78826904296875,0.446533203125,0.67230224609375,"graphicalMCP"
0.8282470703125,0.58526611328125,0.41937255859375,0.545654296875,"graphicalMCP"
0.70892333984375,0.64520263671875,0.397705078125,0.58636474609375,"graphicalMCP"
0.69195556640625,0.6837158203125,0.5101318359375,0.503662109375,"graphicalMCP"
0.47564697265625,0.5987548828125,0.352294921875,0.513916015625,"graphicalMCP"
0.47882080078125,0.44482421875,0.3255615234375,0.380615234375,"graphicalMCP"
0.85491943359375,0.59832763671875,0.64947509765625,0.47625732421875,"graphicalMCP"
0.7470703125,0.74493408203125,0.4537353515625,0.48895263671875,"graphicalMCP"
0.66192626953125,0.65960693359375,0.42779541015625,0.4249267578125,"graphicalMCP"
0.63592529296875,0.56134033203125,0.387451171875,0.38555908203125,"graphicalMCP"
0.57171630859375,0.6572265625,0.36492919921875,0.58367919921875,"graphicalMCP"
0.69171142578125,0.661376953125,0.44110107421875,0.47100830078125,"graphicalMCP"
0.533203125,0.5361328125,0.41436767578125,0.458740234375,"graphicalMCP"
0.8243408203125,0.86163330078125,0.4989013671875,0.7479248046875,"graphicalMCP"
0.6849365234375,0.78765869140625,0.53118896484375,0.52508544921875,"graphicalMCP"
0.7132568359375,0.69049072265625,0.6461181640625,0.51385498046875,"graphicalMCP"
0.5450439453125,0.607177734375,0.39239501953125,0.49017333984375,"graphicalMCP"
0.82049560546875,0.8636474609375,0.53167724609375,0.60369873046875,"graphicalMCP"
0.521484375,0.7781982421875,0.4288330078125,0.58563232421875,"graphicalMCP"
0.53143310546875,0.75579833984375,0.32427978515625,0.37646484375,"graphicalMCP"
0.595703125,0.7198486328125,0.4415283203125,0.37896728515625,"graphicalMCP"
0.82122802734375,0.76708984375,0.6612548828125,0.51336669921875,"graphicalMCP"
0.6346435546875,0.61480712890625,0.5037841796875,0.39984130859375,"graphicalMCP"
0.54937744140625,0.8162841796875,0.45916748046875,0.5513916015625,"graphicalMCP"
0.5001220703125,0.62786865234375,0.42401123046875,0.43603515625,"graphicalMCP"
0.49224853515625,0.63671875,0.38525390625,0.40570068359375,"graphicalMCP"
0.54852294921875,0.53558349609375,0.38775634765625,0.3759765625,"graphicalMCP"
0.70208740234375,0.77264404296875,0.5784912109375,0.45391845703125,"graphicalMCP"
0.574951171875,0.72076416015625,0.4608154296875,0.57806396484375,"graphicalMCP"
0.86419677734375,0.8123779296875,0.661865234375,0.5494384765625,"graphicalMCP"
0.69244384765625,0.502685546875,0.48333740234375,0.453369140625,"graphicalMCP"
0.728515625,0.665283203125,0.5794677734375,0.40411376953125,"graphicalMCP"
0.74951171875,0.8221435546875,0.532958984375,0.68505859375,"graphicalMCP"
0.809326171875,0.6192626953125,0.55938720703125,0.54534912109375,"graphicalMCP"
0.68310546875,0.56561279296875,0.5718994140625,0.4437255859375,"graphicalMCP"
0.7452392578125,0.6768798828125,0.42364501953125,0.4346923828125,"graphicalMCP"
0.63726806640625,0.779296875,0.56781005859375,0.64178466796875,"graphicalMCP"
0.8101806640625,0.83087158203125,0.41107177734375,0.48089599609375,"graphicalMCP"
0.6400146484375,0.6949462890625,0.39385986328125,0.50958251953125,"graphicalMCP"
0.6993408203125,0.69757080078125,0.4306640625,0.3948974609375,"graphicalMCP"
0.45672607421875,0.5340576171875,0.3426513671875,0.4364013671875,"graphicalMCP"
0.50836181640625,0.4737548828125,0.3985595703125,0.32745361328125,"graphicalMCP"
0.577880859375,0.68341064453125,0.4365234375,0.6051025390625,"graphicalMCP"
0.79205322265625,0.60565185546875,0.50787353515625,0.39837646484375,"graphicalMCP"
0.453857421875,0.64691162109375,0.40972900390625,0.41815185546875,"graphicalMCP"
0.67034912109375,0.8353271484375,0.513916015625,0.54107666015625,"graphicalMCP"
0.65179443359375,0.58721923828125,0.49346923828125,0.4400634765625,"graphicalMCP"
0.6107177734375,0.50030517578125,0.4949951171875,0.40130615234375,"graphicalMCP"
0.65289306640625,0.64422607421875,0.5694580078125,0.51678466796875,"graphicalMCP"
0.60919189453125,0.830810546875,0.45989990234375,0.69384765625,"graphicalMCP"
0.47705078125,0.68878173828125,0.31097412109375,0.52484130859375,"graphicalMCP"
0.51031494140625,0.77008056640625,0.46148681640625,0.5521240234375,"graphicalMCP"
